"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 11 01:55:48 EDT 2024","Thu Jul 11 01:56:43 EDT 2024","54789","chromium","Login.spec.js","","","","Registerflow",""
